image_num,label,subfolder,w000,w100,w200,w300,w010_0,w010_1,w010_2,w110_0,w110_1,w110_2,w210_0,w210_1,w210_2,w310_0,w310_1,w310_2,w020_00,w020_01,w020_02,w020_11,w020_12,w020_22,beta_w020,w020_EVal1,w020_EVal2,w020_EVal3,w120_00,w120_01,w120_02,w120_11,w120_12,w120_22,beta_w120,w120_EVal1,w120_EVal2,w120_EVal3,w220_00,w220_01,w220_02,w220_11,w220_12,w220_22,beta_w220,w220_EVal1,w220_EVal2,w220_EVal3,w320_00,w320_01,w320_02,w320_11,w320_12,w320_22,beta_w320,w320_EVal1,w320_EVal2,w320_EVal3,w102_00,w102_01,w102_02,w102_11,w102_12,w102_22,beta_w102,w102_EVal1,w102_EVal2,w102_EVal3,w202_00,w202_01,w202_02,w202_11,w202_12,w202_22,beta_w202,w202_EVal1,w202_EVal2,w202_EVal3
634,0,train,2622.54166667,570.350308259,75.5894012264,4.18879020479,-0.0431880416711,-0.0550552500017,-0.011958666659,308.214971256,228.98417776,179.576730015,111.395424359,86.505310173,75.2566502036,15.5597847879,8.94989636504,5.45930734063,25259.0672866,5542.64859158,-4535.61307419,82738.2584409,81476.2111263,140808.302877,0.0914123619008217,18124.3214787,32411.3893398,198269.917786,9701.77136798,2245.82286213,-1284.67827954,25089.9675157,20836.0617081,36449.1886996,0.13096125659004923,6858.26018098,12014.0481668,52368.6192356,2437.47594978,781.056495453,-145.115464675,5636.02372019,4021.56009829,6922.22096939,0.15583968505132637,1616.3267651,3007.66625834,10371.7276159,385.617607455,177.896633917,-9.39679864725,865.875087594,499.086423758,872.255121152,0.1726713399524562,238.727072837,502.468937703,1382.55180566,223.413330259,-20.8608804593,6.55277533056,181.473990431,-31.1163779103,165.462987568,0.592468129695741,140.581836847,192.48678519,237.281686222,28.3702268644,-1.98793127618,0.643800600436,23.1910962332,-2.79270709141,24.0280781288,0.6982612983675671,20.6218668059,25.4343684637,29.5331659568
624,0,train,4382.95833333,979.720095645,91.9989549912,4.18879020479,0.0511405000458,0.073708416665,0.0238239583443,-361.100472126,366.460808495,-351.288863636,-14.4108456087,-14.4944166597,-105.168284107,1.22721436439,4.86962345076,-8.56302980915,60497.2076215,-104962.697135,35605.4209587,466504.604929,81112.3445324,235126.238565,0.04071782436483541,20784.1123989,230901.332239,510442.606478,19790.6856795,-25820.5969768,12532.399322,126404.182656,27795.3868718,72745.6703706,0.05794371006172011,8186.53840241,69469.6677395,141284.332565,3698.05231845,-4032.05459901,2338.40471429,18599.180012,4255.12253485,11732.3643948,0.07235774571168274,1524.12258903,11441.7638998,21063.7102364,433.060501613,-407.359506245,237.347172819,1746.5385737,408.430458134,1079.04201241,0.08976470692568929,178.64943669,1089.79480409,1990.19684694,491.514193101,98.3111373426,-85.6892713783,218.529158276,-50.1145047969,269.676744269,0.3227944575670822,179.530284358,244.014572991,556.175238296,35.176692533,2.70712346323,-1.26816302024,26.4071563188,-1.53146999908,30.4151061394,0.6970308973886282,25.3735053224,30.2231819681,36.4022677007
68,0,train,4248.58333333,878.884643742,84.971541895,4.18879020479,-0.146045333337,-0.0426464166647,-0.00472675000901,-173.200668737,843.546309384,716.17446976,-65.4445108927,104.223774817,58.1713870457,-6.50618095871,9.04505167452,1.80947559702,27920.1897806,-2923.0381581,28112.9955138,300954.035214,116326.041904,259707.289897,0.05838200796260771,23303.1298014,166129.218855,399149.166235,9693.19580644,-1628.37884313,8025.10660278,82094.2035971,30202.8330388,73847.2408664,0.07585092376358359,8238.99878804,48774.6995183,108620.941964,1720.92189218,-730.265822208,1129.39448554,13177.5673509,3975.86768995,11748.4044606,0.08865077760100265,1463.12909854,8679.35101581,16504.4135893,179.105259975,-97.2715285861,94.9573245116,1405.9226406,371.091117665,1167.730221,0.09217700701021986,154.572346279,921.277929271,1676.90784603,495.615165399,30.2183824996,-22.9915627339,163.54548352,-29.1391525626,219.723994822,0.29978453011332074,150.095547319,228.111001852,500.678094571,34.759580049,0.721412144034,-0.633510321222,23.5855986403,-1.47530910349,26.6263632057,0.6587477778162444,22.9715089163,27.1285545618,34.8714784169
1167,0,train,4990.95833333,906.097722777,90.7999259665,4.18879020479,-0.0162167916513,0.0249715833312,-0.0955801249665,821.690344163,433.221493236,773.04960376,143.724265829,134.847380495,165.638528163,9.21738961457,6.49789130156,8.6276680875,103280.441942,8821.01710408,53576.1506711,262678.233406,259971.122883,388140.665952,0.0757117023632935,45232.4043566,111437.438666,597429.498277,30592.3266987,-1324.59962292,10873.0743683,66794.4746275,59687.8975069,88142.696912,0.09440340552687249,13086.6616155,33817.9475895,138624.889033,5632.23640747,-602.91564507,1463.3049834,11026.42107,9359.71255137,13537.9639915,0.1030353770149559,2241.71457294,6198.16044747,21756.7464485,612.113964118,-92.0242669107,102.891444728,1219.39800407,896.351744467,1216.94150003,0.12617154815331819,266.797428909,667.095087858,2114.56095145,291.77011033,58.8963422402,-40.2658945416,332.454420675,-89.7200344318,281.873191772,0.4905281796457225,213.713707379,256.703220192,435.680795206,32.1331626363,0.707038938003,-0.559880697847,29.1614176247,-3.80467747731,29.5053457055,0.7581554201776682,25.5224466754,31.6136077469,33.6638715442
119,0,train,4930.95833333,1101.55370606,107.193384407,4.18879020479,-0.048226208325,0.0863328333055,-0.233359333343,1178.49574258,669.946830167,758.511222572,254.685060302,115.192822886,0.646950372499,22.5854156629,9.34295720592,-5.73015349091,135137.423903,74787.5331897,107174.342864,287873.08397,371420.930122,667038.384004,0.06477065016119236,59346.2633245,114450.233728,916252.394824,46556.2783168,19222.5348095,30459.0803334,73570.8548606,91628.420905,176185.846724,0.08362701046582552,19795.2512969,39808.9046656,236708.823939,9763.86202532,2901.87651117,4605.8017928,10207.9114839,11488.1988373,24597.376999,0.11861960448170733,3827.91384528,8470.73751576,32270.4991473,1084.05885166,321.670515799,451.279906732,964.879242206,888.949560495,2199.45202701,0.17180634962760427,487.349428599,924.420103723,2836.62058856,306.999382527,-22.434505798,-6.12157467124,469.76348478,-81.9974886709,324.790838751,0.5497493893765982,279.452278278,313.774754431,508.32667335,36.8049964512,-1.94498684886,-1.42971354661,37.7810111087,-2.98317260529,32.6073768467,0.76836263357101,30.51994099,36.9526922288,39.7207511877
880,0,train,3153.91666667,747.979628928,85.4106946682,-4.18879020479,-0.0616689166854,-0.0759052499989,0.03718725,-52.7557921362,670.377270452,656.659384768,21.0045409331,147.201788536,144.316304508,12.1720559232,-79.0815828607,-80.282937376,44773.2892344,-25494.5649882,42831.4875565,93629.1065697,56922.5387444,230063.828641,0.058418447072835125,14932.5795358,97919.5318339,255614.113076,15764.7416979,-8665.20268051,13385.9070136,32684.8065951,18286.7366595,69715.3010122,0.07335805314919845,5766.64700741,33788.6051255,78609.5971724,3402.69779038,-1943.05219953,2524.87142821,6846.66872311,3266.49814679,12105.4805032,0.08916342761339162,1238.13390505,7230.59479845,13886.1183132,468.149175282,-165.619112343,341.275139292,-147.241292555,-553.602443558,218.543460835,0.17922653828649476,-552.168658857,165.911525738,925.708476681,328.053507041,63.6654127778,-42.9411073109,231.756549385,-39.717590182,188.169572502,0.43668887177598886,164.452367696,206.937935684,376.589325547,30.4879473947,2.32871188459,-2.41368878011,27.729751068,-2.94968054971,27.1929962054,0.724398096654511,24.4885665825,27.1167292372,33.8053988485
78,0,train,4788.125,1074.98570668,109.218136937,4.18879020479,0.0810918750199,-0.0681956249559,-0.0148922916774,1170.72756469,1848.12712416,1569.02680906,261.030728737,382.255938426,306.362413554,27.3875456978,21.2360226037,7.27592008116,145706.916839,14335.1127572,-32906.6635778,353360.786847,334590.559385,428320.301439,0.060024685118761946,43692.5629083,155785.53612,727909.906097,45638.1559385,7865.68461036,-6054.17121897,115871.852923,100314.110407,121265.812999,0.06870308896846529,15040.9491482,48808.0475275,218926.825184,8895.49407507,2314.37085574,-145.824988935,19480.6356134,15243.5954088,18007.0403337,0.08754155688920934,2985.51712271,9293.65442386,34103.9984757,1042.76072164,311.074886951,46.5392486262,1924.54740713,1237.52204408,1390.37299304,0.11921405269766226,353.114485658,1042.54598784,2962.0206483,298.096202602,-30.669501698,16.8100826656,395.192745353,-111.756364021,381.696758727,0.5390033189394204,272.696819489,296.360983028,505.927904165,35.644149517,-0.909695358231,0.420580687852,35.2956248345,-4.36352026737,38.2783625856,0.773086661533549,32.1046817362,35.5855342917,41.5279209093
1177,0,train,3658.66666667,914.700261066,95.9260264197,4.18879020479,0.0230763333151,0.0981393332951,0.0540170000089,1284.32568558,1410.0911615,458.10460639,272.324516589,228.854916629,12.7763183421,23.1033990803,19.709139549,-8.59923395092,89367.0613202,69280.2543344,-3399.20008344,296638.391305,178812.182007,215074.894708,0.07035410969868476,31445.1455447,122679.854342,446955.347447,33818.5469042,24755.3076096,-1157.0732776,98796.5936317,52530.6637253,61508.3076179,0.08612826896460465,12021.6974614,42522.7529265,139578.997766,7158.69070526,4492.00822975,-431.640968289,16919.9542917,8134.64669318,10185.5119327,0.11458621745683248,2651.83004687,8469.66535046,23142.6615323,789.902406058,490.251833164,-78.864478473,1927.63934225,741.88258179,976.192925628,0.13549539597823992,329.255814719,934.464080172,2430.01477904,292.306106549,-61.2655186498,46.6482046402,273.182209827,-91.5340821491,349.21194469,0.4541634814604329,202.343420845,266.826917396,445.529922825,34.6543372593,-2.95843953715,1.0169479565,27.4061300367,-2.97121860166,33.8655591238,0.6892245883490808,25.5875040421,33.2134626008,37.1250597768
109,0,train,4913.25,1020.51863279,88.208718672,4.18879020479,-0.0822063333893,-0.0155233333493,0.0447485833976,-189.788556798,778.807270419,922.326330281,-32.8081607729,139.340343019,106.820071276,-8.98425928995,13.9950748058,4.59232908737,79434.6200197,-65839.7785512,62206.800453,245608.490296,114786.66432,503828.439691,0.06386215224043187,35134.106454,243582.066363,550155.37719,24545.7967374,-18094.006884,18412.0556654,65026.3078374,25064.8305,132896.570605,0.08263082006105972,11766.8176805,68299.571381,142402.286118,4064.10512726,-2929.66838921,2529.65900004,9439.945203,3064.71629607,19363.8552118,0.09964142646425024,2033.5139495,10426.073269,20408.3183236,380.920963074,-272.224456091,177.073116234,799.812975702,236.916596572,1757.86379573,0.11060960637089652,201.558841958,914.784491948,1822.2544006,481.155401204,111.118262281,-51.0552256456,323.029718813,-33.3302933612,216.333512771,0.37247171018353803,204.67841223,266.326239673,549.513980885,33.4682830143,2.72536674983,-1.22870177244,30.4943746615,-1.37972385891,24.2460609962,0.6759547112345817,23.9058053595,28.9369265649,35.3659867476
307,0,train,3351.45833333,783.655595932,83.4796450477,4.18879020479,-0.049694166661,0.119387291668,-0.0707643749982,-145.802039966,238.078822403,94.5105635263,-35.5962005062,71.9745411956,-61.8462215798,-5.00197406298,11.9582438088,-8.17294184622,30271.1394976,-62950.4016969,693.012734837,261302.514179,64413.6906499,167171.710471,0.040170645883336666,12273.6611835,140933.643677,305538.059287,11131.3028626,-18288.4679391,1738.56692166,73723.794577,18213.514091,52103.9014724,0.05980835418481364,5213.19756346,44580.7617063,87165.0396423,2469.67568051,-3554.15829759,664.434240265,12865.2361526,3082.44303413,9502.57419427,0.069680564597923,1066.50792707,8465.30523123,15305.6728691,374.441598248,-445.253800432,126.449292832,1367.20761082,276.428476637,1033.66418396,0.09186696143614355,148.795448795,1006.83393086,1619.68401337,421.105340506,83.0260604763,-30.1303166981,182.982829717,-22.1059855744,179.567425709,0.3340796722033885,150.937076912,180.91887519,451.799643829,32.1343666087,4.30840351105,-1.54081714483,24.4468995875,-0.848289322713,26.8983788515,0.6530772671656855,22.5117965847,26.4975067186,34.4703417444
317,0,train,4594.16666667,1090.77136917,128.523624613,4.18879020479,-0.0551799999936,0.0506816666587,-0.0475533332883,-363.514039317,948.077026873,-362.759996888,-62.1212617861,346.746008131,-227.629722089,-6.04486227897,43.2684862469,-20.4427760703,84104.7824779,-59374.3545022,12507.9729511,512102.057841,301763.72801,440791.680713,0.07794405733737023,60966.5881765,193848.014553,782183.918302,28791.1285554,-18430.5611028,7361.52938688,152884.321899,78570.3449597,119864.379277,0.09206949656657497,19993.9947223,64383.8490323,217161.985977,6255.1650658,-4538.03787627,1834.40566573,29605.7443974,11011.9352015,19663.0842245,0.11122579244997376,4113.17943832,14430.3680083,36980.4462411,755.606156489,-535.749716654,254.258615512,2682.37889131,439.940609152,1438.23601503,0.16348508894489086,476.333384152,1486.26792762,2913.61975105,463.394270288,92.8653029481,-66.9936809781,300.311306779,-48.813634933,327.065792102,0.4701066015408361,252.434092777,301.365253559,536.972022834,49.8115324714,3.18130869377,-0.763544357058,32.9983448393,-3.0779021196,45.7137473021,0.6266586868062871,31.8116279442,45.9481141693,50.7638824993
552,0,train,3407.5,728.321152969,85.0058600192,8.37758040957,-0.0213675000247,-0.0195266666679,-0.0483441666579,-157.524586515,158.077158813,71.6197381858,-71.7431242358,144.984376407,32.1676663029,-48.7030968612,94.462053342,15.2227725459,69348.5229234,-34084.3148325,877.335263452,101698.8014,112021.728799,275838.526946,0.07521041519944857,24926.8027197,90531.5108391,331427.53771,21825.8037001,-9594.35520124,2196.71292302,30537.8029095,29066.4493472,73647.8068991,0.09999574579454376,8836.04662439,28811.1414447,88364.2254396,4821.88167993,-2710.87707536,519.692627785,7152.75054629,4985.64154025,12219.7322139,0.11833603322135075,1819.30351996,7001.01575032,15374.0451698,1029.24382726,-1237.31251418,-91.2019252892,2513.4082521,880.361568952,1424.12581974,0.05753253872040285,203.207533485,1231.52505692,3532.0453087,225.752936418,47.612617893,-18.7964332253,324.27171948,-52.8000316027,178.296497072,0.4463237308956267,160.99497933,206.612708982,360.713464657,31.7704403061,2.25974050458,-1.14320554996,28.3462794139,-2.05925353863,24.8891402992,0.7174000060199769,23.9281326406,27.7237652379,33.3539621408
542,0,train,3163.66666667,823.768722357,92.1709996431,4.18879020479,0.0747343332136,0.0293656666687,0.0526116666746,736.086454442,398.197627779,173.093142013,153.528339375,97.0602727217,-2.89439136013,17.3596895661,10.2067226689,-2.80466729868,89391.9526312,53949.5529927,97390.6585716,69841.4816848,104363.405493,362169.287411,0.053010285881496706,22830.0232064,67901.125509,430671.573012,32166.5462209,18033.3718934,28835.4934133,25274.6757249,33433.6155167,112683.416449,0.06927705822384832,9334.20530202,26053.1110793,134737.322013,6550.7989784,3343.97389642,4131.59580455,5046.71031433,5037.17300328,18141.2519995,0.10176481863077981,2191.61244062,6011.09670606,21536.0521456,750.846457599,411.680186321,321.856355672,668.233666479,473.092790698,1826.71141299,0.13097815842138852,280.364200465,824.885708564,2140.54162804,257.701181249,-44.1746439426,-18.4090780697,371.12263085,-25.2042477706,194.944910258,0.47029582022149413,182.469332202,253.310970194,387.988419961,32.7548383892,-3.58199597632,-0.731045940156,33.5139713314,-1.53821028664,25.9021899225,0.6874661491828206,25.2830361732,30.1108273109,36.777136159
899,1,train,6940.5,1358.93439004,119.276619674,4.18879020479,-0.125496333303,-0.183899499996,-0.227674666638,1481.48317808,1793.99737842,916.444334831,297.139849131,208.961221798,50.208258939,26.4732672124,18.7963572764,-6.47148135425,178629.988326,-30332.361647,-72225.4154785,1018670.09454,689838.353956,663202.258147,0.06868489573591353,106920.574398,196899.278378,1556682.48823,55912.4174748,-3343.67631798,-14874.7495423,266697.291351,177491.819223,169882.716793,0.07571960271275814,30489.1517278,59344.6407823,402658.633108,10108.3043506,1203.38780298,-875.852388624,33460.2609551,21136.5966739,21566.7905851,0.10402757381236859,5146.81145101,10513.0903616,49475.4540781,1124.03709126,253.801194226,-15.9698885135,2549.10407192,1473.5588141,1617.97202953,0.13587919802641416,495.154510668,1151.87983952,3644.07884253,479.570458062,-13.5231303815,11.4501651318,386.368852712,-128.61981407,492.995079265,0.5162257794750533,300.316810813,476.86280689,581.754772337,40.3613732852,-2.09947227751,0.808946143212,37.4519817689,-5.04192463202,41.4632646201,0.7412163360038676,33.7694128715,39.9477510391,45.5594557637
889,1,train,5316.83333333,886.496934515,83.5224805601,4.18879020479,-0.099691999982,-0.0137253332575,-0.155619833323,547.275657154,1114.33196133,370.860142134,101.489197353,153.21635637,32.5142407394,8.301133412,10.8853837245,-0.831334801283,140693.677158,173752.669225,39452.7433184,548831.690707,192176.750907,153147.62808,0.07558882353696672,51692.8663374,107110.955322,683869.174285,34658.2945531,38741.6032919,8535.82610129,121137.496193,40761.1335998,36881.8015849,0.09695724766256346,14624.683247,27216.4981956,150836.410888,5566.07461057,5861.1973685,1106.44686468,17299.5327327,5450.71221995,5600.92597107,0.1104656168141792,2385.64416342,4484.62931708,21596.2598338,559.867782317,667.781760126,102.827822691,1758.57096769,501.125557986,542.518807395,0.09182478107583697,202.657961125,451.292307495,2207.00728878,320.732203257,-78.6725033403,9.90522693019,221.350598548,-46.3274491501,344.41413271,0.4380051955163696,170.411202855,327.023673494,389.062058166,30.8743841935,-5.0383746408,0.0629011831579,21.7618196647,-1.99440198053,30.8862767018,0.5756265754771968,19.2462736488,30.8408610313,33.43534588
1016,1,train,4769.0,864.68024874,85.9128551601,8.37758040957,-0.0436476666988,-0.055172333334,-0.0868803333372,25.9085454995,34.8971009205,210.750184343,-61.3225375625,40.0145806774,4.33286599369,-46.5366930546,20.3116692896,-12.9209839993,87217.7610167,-54638.4296897,27880.2960847,315360.059505,140545.68108,183456.588181,0.0890666992302141,36319.203856,141939.861537,407775.343309,26830.4548623,-9729.48944683,11188.8801995,70668.8184881,30122.7613919,47617.6524787,0.13243565946316593,12110.0976521,41565.4618471,91441.3663298,5318.74747368,-1547.07937561,2097.2098238,10718.2292309,3953.98870145,7063.35369396,0.17327066766343285,2295.98613354,7553.47979666,13250.8644683,1016.84180943,-309.252158227,309.841750509,1143.68615697,292.684642561,693.211733684,0.2158623163733002,301.825962507,1153.68005057,1398.233687,308.902766686,56.0920846515,-55.1464837354,230.585588974,-56.1724097523,325.19189308,0.47742607805377413,194.857340848,261.681522648,408.141385243,28.636507377,0.744600316568,-1.32615621811,27.076703791,-1.84903176996,30.1996439922,0.8245463776655914,26.2110395682,27.913379819,31.7884357729
