image_num,label,subfolder,w000,w100,w200,w300,w010_0,w010_1,w010_2,w110_0,w110_1,w110_2,w210_0,w210_1,w210_2,w310_0,w310_1,w310_2,w020_00,w020_01,w020_02,w020_11,w020_12,w020_22,beta_w020,w020_EVal1,w020_EVal2,w020_EVal3,w120_00,w120_01,w120_02,w120_11,w120_12,w120_22,beta_w120,w120_EVal1,w120_EVal2,w120_EVal3,w220_00,w220_01,w220_02,w220_11,w220_12,w220_22,beta_w220,w220_EVal1,w220_EVal2,w220_EVal3,w320_00,w320_01,w320_02,w320_11,w320_12,w320_22,beta_w320,w320_EVal1,w320_EVal2,w320_EVal3,w102_00,w102_01,w102_02,w102_11,w102_12,w102_22,beta_w102,w102_EVal1,w102_EVal2,w102_EVal3,w202_00,w202_01,w202_02,w202_11,w202_12,w202_22,beta_w202,w202_EVal1,w202_EVal2,w202_EVal3
634,0,train,184.333333333,85.8925717734,25.3330050834,4.18879020479,5.8000000035e-05,1.13333332707e-05,-1.80000000533e-05,10.5629657663,10.1909344261,3.45411485623,7.53346168379,5.97272561387,-0.60376441249,2.46905720037,2.66082446446,-1.08323229051,262.829418489,59.3858901729,-31.373423608,975.417847254,990.353700931,1754.90190391,0.08744087808684742,212.434931892,351.244903287,2429.46933448,226.273919163,49.3426969518,-15.9425754223,595.39027692,530.721970253,995.320479144,0.13024800571487957,177.488483324,276.799831598,1362.6963603,116.107546024,25.8568514038,-13.4127968951,255.635353879,213.064904478,418.054775974,0.1475072257145341,83.3255485629,141.580826842,564.891300472,37.5755170388,8.04686125912,-10.8317975694,82.3915654401,68.1133151615,134.320067777,0.13037429032843043,23.6476656556,49.2565938788,181.382890722,34.8586630947,-4.53144003361,0.594482786094,29.2156856986,-9.28510162233,21.8182229801,0.3886174964242478,15.2977272219,31.230360547,39.3644840046,9.82960568852,-0.458192570955,0.354822898018,8.34648136797,-1.41594084525,7.15691802688,0.6095172421243783,6.21540782547,8.92033392235,10.1972633355
624,0,train,326.0,164.374250351,39.0296944423,-5.82867087928e-15,5.0666666664e-05,0.000113000000019,0.000100333333451,-19.3619415219,24.4479539383,-13.8442571599,-4.47362408927,4.58388569012,-21.5122009121,5.88853021397,20.1186317594,15.5323766716,832.954183708,-1467.97301572,461.383230019,6199.8769348,938.736464774,3030.82464164,0.04196958310272676,283.238955284,3031.744687,6748.67211787,593.309531054,-796.387183128,352.797912081,3725.37518232,762.737107425,2128.00584757,0.059992296218666946,248.395478071,2057.83882885,4140.45625401,259.50606793,-302.616554318,167.081059024,1361.18473825,300.799276954,837.496728766,0.06566553612081491,100.737402671,823.351598679,1534.0985336,64.9762660568,-107.191799998,13.8148169859,250.455106374,-14.1346996066,84.3539625851,0.05087001836956809,15.3146595316,83.4159477209,301.054727764,81.0575483337,16.6118121078,-16.8280729611,38.0572507222,-12.2361218695,45.2594512948,0.30137904566830503,28.5713393871,41.0009006788,94.8020102849,15.0809555142,2.0739829759,-1.22848269151,10.9765042864,-1.3877444329,12.9722346417,0.5903239389911324,9.86488224223,12.453847947,16.7109642531
68,0,train,326.125,141.999910042,32.9927941387,4.18879020479,2.64999999214e-05,0.000111583333406,6.64583327044e-05,-7.49740281689,41.4558001919,41.8954898643,-6.30491154691,18.2739021336,12.8135538724,-1.79028334847,3.94130677951,1.41854078417,390.842646049,-81.2217146975,402.335800953,3933.74403354,1749.04482926,3636.54516005,0.05594674961391745,310.464946838,2101.37316295,5549.29372985,287.660163429,-53.6241057724,230.617841939,2296.38648425,949.636430204,2106.92613101,0.07611634973209705,240.576850712,1289.74973885,3160.64618914,103.08378127,-37.1807275711,81.3295197987,911.025248143,318.885116379,768.591482253,0.07289850902599568,85.0727411803,530.625285562,1167.00248492,23.9896436779,-8.39943316145,20.4657555913,241.915003258,83.04455059,185.087186143,0.0648114984626611,19.5319532051,130.094324866,301.365555008,84.4132255794,4.55075722878,-7.45451687974,24.6720218875,-7.72399903106,32.9146625746,0.23303886474163088,20.0385274911,35.9734615515,85.987920999,13.8580333934,0.21282862612,-0.643800601021,9.07112848885,-1.35213342853,10.0636322564,0.5798051755483141,8.12032231558,10.8672116805,14.0052601426
1167,0,train,381.791666667,145.05549672,32.8813222901,4.18879020479,1.86249995413e-05,-8.08333340419e-06,3.37500002101e-06,43.4245843592,35.6221305892,53.2949614381,14.0774154818,20.9030197681,24.0134027265,3.47362026184,4.07999493687,3.56992541342,1374.46128866,55.5516396331,648.462046296,3497.68075395,3383.48376328,5109.88543582,0.08179747792475778,640.29772508,1513.88785255,7827.84190081,840.312912509,-43.120769071,282.518830155,1879.00875097,1633.15843138,2440.94803593,0.10347930573959811,396.226740729,934.99967416,3829.04328452,319.594637422,-18.2189747876,106.616287632,649.356319444,547.308539638,809.933958652,0.10665716606831693,137.345351283,353.812200512,1287.72736372,72.6888853583,1.3018087869,29.6735882541,169.539561903,133.731881761,185.743126336,0.10703752900239853,33.5809722345,80.6597767872,313.730824576,46.6133381724,9.3403833867,-7.65912077506,55.4822054116,-17.7639531737,42.9599531363,0.4128068469080204,30.3272228919,41.2623826518,73.4658911766,11.8251457553,0.478049075682,-0.583068870381,10.7581260635,-2.15949702102,10.2980504713,0.6362684774924218,8.35249157872,11.4015238053,13.1273069061
119,0,train,369.791666667,177.600203424,41.33332474,4.18879020479,-0.000286458333414,0.000104166666587,-4.68750014568e-05,75.7106852323,16.2595225799,12.9284277554,38.1708370893,8.56753168502,-10.5939718505,7.04691704328,4.91897671266,-2.94393341767,1727.87413432,1108.12493743,1608.49702113,3934.03911319,5123.19948474,9172.0481027,0.06172392176826669,781.117037709,1397.83122632,12655.0130862,1269.33343698,547.386812123,900.875682064,2115.11178888,2658.46380895,5167.91429679,0.08328813133375791,575.032776853,1073.18845328,6904.13829251,616.493320253,169.927122061,313.188310257,648.139064015,774.42835161,1713.02798517,0.10938674902714077,240.708651117,536.423288165,2200.52843016,172.312098366,42.6651525991,77.1528864708,131.129304503,144.192532377,367.229314654,0.1351744760038007,62.4834467661,145.944333973,462.242936783,51.2962448649,-4.48806365105,-2.89002836335,77.2431183427,-19.9847755795,49.0608402159,0.4232982639527479,37.1657273122,52.6341459962,87.8003301151,13.8767395829,-0.76818899339,-0.613603312613,15.0772956649,-1.84837528628,12.3792894922,0.6922391828781104,11.1432431778,14.0926928945,16.0973886677
880,0,train,244.583333333,119.583267549,31.6673544484,4.18879020479,7.08333328558e-06,5.04166665559e-05,-0.000231666666946,12.2734793455,34.874393403,63.2655622056,11.1857082291,17.0737351695,31.4638328281,1.69955588249,2.47542162868,3.89758672594,673.337219176,-364.949149542,602.304589012,1199.81827752,650.120714438,2972.68410349,0.06932664388940125,226.746144951,1348.40080044,3270.6926548,470.818381446,-229.4792438,374.165744851,828.222325913,448.596845816,1904.49869562,0.08780508803275805,185.697056367,902.964262345,2114.87808426,218.63604861,-106.379643736,169.527966888,384.660402538,211.771768864,824.588880337,0.08751813380554314,81.4395260879,415.901213703,930.544591694,63.5945896109,-40.0825179294,34.9300005053,118.966914698,59.037504915,210.236683021,0.0965243856465366,23.2042310592,129.196352041,240.39760423,51.8264310906,11.6525784965,-9.09046685434,39.2908971847,-8.07986131181,28.4659392733,0.3778148629692737,23.7834763434,32.8497098969,62.9500813083,11.6095897475,1.25540303555,-0.70404442242,10.389211525,-1.19867305963,9.66855317587,0.6798206818963984,8.76060274454,10.0201141275,12.8866375764
78,0,train,347.708333333,167.00600561,43.3717856933,4.18879020479,-0.00018250000057,0.000249375000103,0.00018854166687,70.0508292111,115.931420166,98.4460975171,37.1871672968,84.1514038312,64.3667708514,13.4946129177,10.7757747095,2.61141513942,1900.7769472,129.727831661,-474.014835246,3699.87589312,3561.33586479,4967.99142318,0.07421351274397645,591.055472188,2013.3320093,7964.25678201,1275.60847176,173.630583873,-199.362999292,2870.94380564,2498.72833357,3166.79221617,0.07851153872527951,433.55096823,1357.66295359,5522.13057175,557.984863101,184.278960013,11.6377093367,1438.97024844,1120.73403148,1244.38806588,0.07275965098025046,180.256072875,583.669051442,2477.41805309,169.68116547,100.641278305,31.8402917468,339.531135659,206.628100391,193.168836818,0.0732680243165275,37.7350056756,149.619201662,515.02693061,49.1442026562,-6.30346599445,3.48123413204,64.7609144026,-24.7674750669,53.1008885512,0.3893856145171244,33.3915044279,47.8601661912,85.7543349908,13.6076937633,-1.11941139529,0.720286830558,14.0292947625,-2.45486425745,15.7347971676,0.677261453775638,12.0857227719,13.4410745428,17.8449883786
1177,0,train,285.458333333,146.395421316,37.3708455425,4.18879020479,2.19999999489e-05,-0.000205666666873,0.00014174999998,70.4631925925,77.3189051657,23.8292902623,46.0924842802,48.817824006,7.37991216018,12.8571377182,10.3076927099,-3.43200366292,1138.66831308,813.299580543,-101.038325058,4008.1378662,2650.40896581,3303.44274123,0.06592211763286748,421.039273907,1642.28991426,6386.91973234,866.160061875,599.955793202,-47.1603740636,2735.23734306,1605.95835611,1952.25928353,0.0836281967339239,339.452815902,1155.13254064,4059.07133191,427.444062256,312.227222897,-1.16735717574,1165.54205455,616.946643885,732.090053916,0.09188489245903675,152.18976781,516.577474023,1656.30892889,117.613622997,109.071688047,0.0755889703742,305.647090747,137.200280039,169.138411651,0.07461090076780746,31.339526289,141.020087903,420.039511204,48.7028578966,-11.6387288493,9.12218042654,46.1745600289,-20.5922640974,51.5180033908,0.3582678759048267,27.6197876029,41.6830740382,77.0925596752,13.4074034153,-1.99366432535,0.66860199526,11.2439887591,-2.05005714802,12.7194533681,0.598503977625279,9.35351494052,12.3891722435,15.6281583585
109,0,train,377.541666667,170.080150687,34.8549517104,4.18879020479,-0.000164666666652,-4.14999999844e-05,-4.65833336137e-05,-8.35710245117,60.6758759231,80.5495599201,-5.14443418861,28.297508203,17.5895334227,-3.056739675,5.6313872642,1.1468257891,1040.99589592,-797.333740211,842.254892807,3321.61236187,1772.41602216,7115.88339741,0.06244208330621493,490.266022543,3136.69351546,7851.53211719,685.842237024,-484.824187828,518.841733675,1968.71205027,861.324812486,4056.50995463,0.08051709512754471,353.912759883,1961.65311834,4395.4983637,253.853317813,-204.129662161,159.336110328,704.899789187,241.800304013,1323.107209,0.08990478565845877,127.033665729,741.846631482,1412.98001879,51.0033937124,-47.887277957,25.4885593603,152.476461203,46.9894789579,288.129726254,0.08363340999085875,25.3614559309,163.00261685,303.245508388,82.7060048076,19.5069353835,-12.0423390277,55.2175518314,-8.42746201151,32.1565940482,0.29769860086935634,28.6224759016,45.31185543,96.1458193556,13.5282976829,1.04830745945,-0.704700908709,11.9739904674,-0.62133723869,9.35266356014,0.6438223036409007,9.15920648086,11.4694495125,14.2262957171
307,0,train,223.708333333,124.798081425,31.1493801744,4.18879020479,2.22499999722e-05,4.27916665566e-05,6.90416667195e-05,-13.7802733437,35.1918138178,32.3268607765,-7.31668554969,18.6599620573,11.0207063365,-1.72395989521,4.38984177923,0.971487547531,360.341540048,-758.614278463,4.46396927579,3065.89300816,746.30585906,1874.28171467,0.0387515553173879,138.427651298,1589.90550397,3572.1831076,288.484892715,-500.645485834,42.9811569622,2033.04821675,482.766056112,1357.33032331,0.05501470601224639,130.560334438,1175.11338414,2373.1897142,138.096638043,-226.231573971,37.6768903553,823.48627777,183.27465126,589.568225149,0.05642708831813426,54.471347934,531.339394336,965.340398691,40.5608165041,-67.2468883248,13.1871932484,208.834327658,48.0027099489,163.742064435,0.04539476646426233,11.4453256244,149.563135193,252.12874778,69.7735437707,15.7652201002,-6.29180318409,27.9416474326,-5.59368353976,27.082890222,0.27039196964680107,20.6236257419,27.9013852634,76.2730704201,12.732067047,1.66503696101,-0.685969715274,9.2114047489,-0.962993414647,9.20590837847,0.5946943660525402,8.10117556197,9.42578606531,13.6224185471
